index,name,symbol,Difficulty Lvl,Move Rate,Armor Class,Magic Resist,Alignment,generation flags,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Weight,Nutrition,Sound,Size,Resistance,Resist Conveyed,Flags 1,Flags 2,Flags 3,color,Comment,,
365,Minion of Huhetotl,S_DEMON,16,12,-2,75,-14,G_NOCORPSE | G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 8, 4)","ATTK(AT_WEAP, AD_PHYS, 4, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_CLAW, AD_SAMU, 2, 6)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_LARGE,MR_FIRE | MR_POISON | MR_STONE,,M1_FLY | M1_SEE_INVIS | M1_POIS,M2_NOPOLY | M2_DEMON | M2_STALK | M2_HOSTILE | M2_STRONG | M2_NASTY| M2_COLLECT,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISION | M3_INFRAVISIBLE,CLR_RED,quest nemeses,,
366,Thoth Amon,S_HUMAN,16,12,0,10,-14,G_NOGEN | G_UNIQ | G_NOCORPSE,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_CLAW, AD_SAMU, 1, 4)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_HUMAN,MR_POISON | MR_STONE,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_STRONG | M2_MALE | M2_STALK| M2_HOSTILE | M2_NASTY | M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,HI_LORD,quest nemeses,,
367,Chromatic Dragon,S_DRAGON,16,12,0,30,-14,G_NOGEN | G_UNIQ,"ATTK(AT_BREA, AD_RBRE, 6, 8)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_CLAW, AD_SAMU, 2, 8)","ATTK(AT_BITE, AD_PHYS, 4, 8)","ATTK(AT_BITE, AD_PHYS, 4, 8)","ATTK(AT_STNG, AD_PHYS, 1, 6)",WT_DRAGON,1700,MS_NEMESIS,MZ_GIGANTIC,MR_FIRE | MR_COLD | MR_SLEEP | MR_DISINT | MR_ELEC | MR_POISON| MR_ACID | MR_STONE,MR_FIRE | MR_COLD | MR_SLEEP | MR_DISINT | MR_ELEC | MR_POISON| MR_STONE,M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE | M1_SEE_INVIS | M1_POIS,M2_NOPOLY | M2_HOSTILE | M2_FEMALE | M2_STALK | M2_STRONG | M2_NASTY| M2_GREEDY | M2_JEWELS | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,HI_LORD,quest nemeses,"Multi-headed, possessing the breath attacks of all the other dragons (selected at random when attacking).",
368,Goblin King,S_ORC,15,12,10,0,-15,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_CLAW, AD_SAMU, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,750,350,MS_NEMESIS,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_ORC | M2_HOSTILE | M2_STRONG | M2_STALK | M2_NASTY| M2_MALE | M2_GREEDY | M2_JEWELS | M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISION | M3_INFRAVISIBLE,HI_LORD,quest nemeses,OBSOLETE,
369,Cyclops,S_GIANT,18,12,0,0,-15,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 4, 8)","ATTK(AT_WEAP, AD_PHYS, 4, 8)","ATTK(AT_CLAW, AD_SAMU, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,1900,700,MS_NEMESIS,MZ_HUGE,MR_STONE,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_GIANT | M2_STRONG | M2_ROCKTHROW | M2_STALK| M2_HOSTILE | M2_NASTY | M2_MALE | M2_JEWELS | M2_COLLECT,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISION | M3_INFRAVISIBLE,CLR_GRAY,quest nemeses,,
370,Ixoth,S_DRAGON,15,12,-1,20,-14,G_NOGEN | G_UNIQ,"ATTK(AT_BREA, AD_FIRE, 8, 6)","ATTK(AT_BITE, AD_PHYS, 4, 8)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_CLAW, AD_PHYS, 2, 4)","ATTK(AT_CLAW, AD_SAMU, 2, 4)",NO_ATTK,WT_DRAGON,1600,MS_NEMESIS,MZ_GIGANTIC,MR_FIRE | MR_STONE,MR_FIRE,M1_FLY | M1_THICK_HIDE | M1_NOHANDS | M1_CARNIVORE | M1_SEE_INVIS,M2_NOPOLY | M2_MALE | M2_PNAME | M2_HOSTILE | M2_STRONG | M2_NASTY| M2_STALK | M2_GREEDY | M2_JEWELS | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,CLR_RED,quest nemeses,,
371,Master Kaen,S_HUMAN,25,12,-10,10,-20,G_NOGEN | G_UNIQ,"ATTK(AT_CLAW, AD_PHYS, 16, 2)","ATTK(AT_CLAW, AD_PHYS, 16, 2)","ATTK(AT_MAGC, AD_CLRC, 0, 0)","ATTK(AT_CLAW, AD_SAMU, 1, 4)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_HUMAN,MR_POISON | MR_STONE,MR_POISON,M1_HUMANOID | M1_HERBIVORE | M1_SEE_INVIS,M2_NOPOLY | M2_HUMAN | M2_MALE | M2_PNAME | M2_HOSTILE | M2_STRONG| M2_NASTY | M2_STALK | M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,HI_LORD,quest nemeses,,
372,Nalzok,S_DEMON,16,12,-2,85,-127,G_NOGEN | G_UNIQ | G_NOCORPSE,"ATTK(AT_WEAP, AD_PHYS, 8, 4)","ATTK(AT_WEAP, AD_PHYS, 4, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)","ATTK(AT_CLAW, AD_SAMU, 2, 6)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_LARGE,MR_FIRE | MR_POISON | MR_STONE,,M1_FLY | M1_SEE_INVIS | M1_POIS,M2_NOPOLY | M2_DEMON | M2_MALE | M2_PNAME | M2_HOSTILE | M2_STRONG| M2_STALK | M2_NASTY | M2_COLLECT,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISION | M3_INFRAVISIBLE,CLR_RED,quest nemeses,,
373,Scorpius,S_SPIDER,15,12,10,0,-15,G_NOGEN | G_UNIQ,"ATTK(AT_CLAW, AD_PHYS, 2, 6)","ATTK(AT_CLAW, AD_SAMU, 2, 6)","ATTK(AT_STNG, AD_DISE, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,750,350,MS_NEMESIS,MZ_HUMAN,MR_POISON | MR_STONE,MR_POISON,M1_ANIMAL | M1_NOHANDS | M1_OVIPAROUS | M1_POIS | M1_CARNIVORE,M2_NOPOLY | M2_MALE | M2_PNAME | M2_HOSTILE | M2_STRONG | M2_STALK| M2_NASTY | M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU,HI_LORD,quest nemeses,,
374,Master Assassin,S_HUMAN,15,12,0,30,18,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_DRST, 2, 6)","ATTK(AT_WEAP, AD_PHYS, 2, 8)","ATTK(AT_CLAW, AD_SAMU, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_HUMAN,MR_STONE,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_MALE | M2_HOSTILE | M2_STALK| M2_NASTY | M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,HI_LORD,quest nemeses,,
375,Ashikaga Takauji,S_HUMAN,15,12,0,40,-13,G_NOGEN | G_UNIQ | G_NOCORPSE,"ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_WEAP, AD_PHYS, 2, 6)","ATTK(AT_CLAW, AD_SAMU, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_HUMAN,MR_STONE,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PNAME | M2_HOSTILE | M2_STRONG | M2_STALK| M2_NASTY | M2_MALE | M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,HI_LORD,quest nemeses,A renegade daimyo who led a 13 year civil war against the shogun of his time.,
376,Lord Surtur,S_GIANT,15,12,2,50,12,G_NOGEN | G_UNIQ,"ATTK(AT_WEAP, AD_PHYS, 2, 10)","ATTK(AT_WEAP, AD_PHYS, 2, 10)","ATTK(AT_CLAW, AD_SAMU, 2, 6)",NO_ATTK,NO_ATTK,NO_ATTK,2250,850,MS_NEMESIS,MZ_HUGE,MR_FIRE | MR_STONE,MR_FIRE,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_GIANT | M2_MALE | M2_PNAME | M2_HOSTILE | M2_STALK| M2_STRONG | M2_NASTY | M2_ROCKTHROW | M2_JEWELS | M2_COLLECT,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISION | M3_INFRAVISIBLE,HI_LORD,quest nemeses,,
377,Dark One,S_HUMAN,15,12,0,80,-10,G_NOGEN | G_UNIQ | G_NOCORPSE,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_CLAW, AD_SAMU, 1, 4)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_NEMESIS,MZ_HUMAN,MR_STONE,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_STRONG | M2_HOSTILE | M2_STALK | M2_NASTY| M2_COLLECT | M2_MAGIC,M3_WANTSARTI | M3_WAITFORU | M3_INFRAVISIBLE,CLR_BLACK,quest nemeses,,
378,student,S_HUMAN,5,12,10,10,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_TUNNEL | M1_NEEDPICK | M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
379,chieftain,S_HUMAN,5,12,10,10,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
380,neanderthal,S_HUMAN,5,12,10,10,1,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
381,High-elf,S_HUMAN,5,12,10,10,-7,,"ATTK(AT_WEAP, AD_PHYS, 2, 4)","ATTK(AT_MAGC, AD_CLRC, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_ELF,350,MS_GUARDIAN,MZ_HUMAN,MR_SLEEP,MR_SLEEP,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_ELF | M2_PEACEFUL | M2_COLLECT,M3_INFRAVISION | M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,OBSOLETE,
382,attendant,S_HUMAN,5,12,10,10,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,MR_POISON,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
383,page,S_HUMAN,5,12,10,10,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
384,abbot,S_HUMAN,5,12,10,20,0,,"ATTK(AT_CLAW, AD_PHYS, 8, 2)","ATTK(AT_KICK, AD_STUN, 3, 2)","ATTK(AT_MAGC, AD_CLRC, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_HERBIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
385,acolyte,S_HUMAN,5,12,10,20,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_MAGC, AD_CLRC, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
386,hunter,S_HUMAN,5,12,10,10,-7,,"ATTK(AT_WEAP, AD_PHYS, 1, 4)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_SEE_INVIS | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISION | M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
387,thug,S_HUMAN,5,12,10,10,-3,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_WEAP, AD_PHYS, 1, 6)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL| M2_STRONG | M2_GREEDY | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
388,ninja,S_HUMAN,5,12,10,10,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_HUMANOID,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_HOSTILE | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
389,roshi,S_HUMAN,5,12,10,10,3,,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL | M2_STRONG | M2_COLLECT,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
390,guide,S_HUMAN,5,12,10,20,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL| M2_STRONG | M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
391,warrior,S_HUMAN,5,12,10,10,-1,,"ATTK(AT_WEAP, AD_PHYS, 1, 8)","ATTK(AT_WEAP, AD_PHYS, 1, 8)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL| M2_STRONG | M2_COLLECT | M2_FEMALE,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
392,apprentice,S_HUMAN,5,12,10,30,0,,"ATTK(AT_WEAP, AD_PHYS, 1, 6)","ATTK(AT_MAGC, AD_SPEL, 0, 0)",NO_ATTK,NO_ATTK,NO_ATTK,NO_ATTK,WT_HUMAN,400,MS_GUARDIAN,MZ_HUMAN,,,M1_HUMANOID | M1_OMNIVORE,M2_NOPOLY | M2_HUMAN | M2_PEACEFUL| M2_STRONG | M2_COLLECT | M2_MAGIC,M3_INFRAVISIBLE,HI_DOMESTIC,quest “guardians”,,
